,spotify_genre,track_duration_s,explicit_track,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,spotify_popularity,main_artist,artist_list,song,index_empty_val
2446,['northern soul'],,,,,,,,,,,,,,,Eloise Laws,['Eloise Laws'],"1,000 Laughs",19356
2447,['reggaeton'],,,,,,,,,,,,,,,LTD,['LTD'],(Every Time I Turn Around) Back In Love Again,19360
2448,['contemporary vocal jazz'],,,,,,,,,,,,,,,Marilyn Scott,['Marilyn Scott'],God Only Knows,19372
2449,[],,,,,,,,,,,,,,,Kellee Patterson,['Kellee Patterson'],"If It Don't Fit, Don't Force It",19379
2450,"['album rock', 'art rock', 'classic rock', 'classic uk pop', 'folk rock', 'mellow gold', 'rock', 'soft rock']",,,,,,,,,,,,,,,Wings,['Wings'],Girls' School,19386
2451,,207.902,False,0.658,0.557,10.0,-13.874,1.0,0.038,0.0186,0.0639,0.194,0.646,132.993,0.0,The Steve Miller Band,['The Steve Miller Band'],Swingtown,19391
2452,[],,,,,,,,,,,,,,,Paul Nicholas,['Paul Nicholas'],Heaven On The 7th Floor,19395
2453,[],,,,,,,,,,,,,,,Cheech,"['Cheech', 'Chong']",Bloat On Featuring the Bloaters,19399
2454,[],,,,,,,,,,,,,,,David Castle,['David Castle'],The Loneliest Man On The Moon,19403
2455,[],,,,,,,,,,,,,,,Meco,['Meco'],Star Wars Theme/Cantina Band,19424
2456,[],,,0.7029999999999998,0.804,4.0,-11.354,0.0,0.0624,0.000206,0.0112,0.3539999999999999,0.441,98.074,,Peter Brown,['Peter Brown'],Do Ya Wanna Get Funky With Me,19425
2457,['deep disco'],,,,,,,,,,,,,,,Brooklyn Dreams,['Brooklyn Dreams'],Sad Eyes,19427
2458,"['adult standards', 'brill building pop', 'bubblegum pop', 'classic country pop', 'country rock', 'folk', 'folk rock', 'mellow gold', 'soft rock']",,,,,,,,,,,,,,,B.J. Thomas,['B.J. Thomas'],Still The Lovin' Is Fun,19439
2459,,,,,,,,,,,,,,,,Kacey Cisyk/Original Cast,['Kacey Cisyk/Original Cast'],You Light Up My Life,19440
2460,"['classic soul', 'disco', 'funk', 'motown', 'post-disco', 'quiet storm', 'soul']",,,,,,,,,,,,,,,Rose Royce,['Rose Royce'],Do Your Dance - Part 1,19469
2461,"['calming instrumental', 'piano cover']",,,,,,,,,,,,,,,Tom Powers,['Tom Powers'],It Ain't Love,19472
2462,[],,,,,,,,,,,,,,,David Castle,['David Castle'],Ten To Eight,19473
2463,,187.079,True,0.644,0.79,7.0,-13.115,0.0,0.0469,0.00187,0.802,0.507,0.86,145.903,0.0,The Steve Miller Band,['The Steve Miller Band'],Jungle Love,19477
2464,,,,,,,,,,,,,,,,Rita Coolidge,['Rita Coolidge'],(Your Love Has Lifted Me) Higher And Higher,19478
2465,[],,,,,,,,,,,,,,,Alan O'Day,"[""Alan O'Day""]","Started Out Dancing, Ended Up Making Love",19479
2466,"['classical', 'classical performance', 'orchestra']",,,,,,,,,,,,,,,London Symphony Orchestra,['London Symphony Orchestra'],Star Wars (Main Title),19482
2467,['album rock'],,,,,,,,,,,,,,,Roger Daltrey,['Roger Daltrey'],Avenging Annie,19489
2468,[],,,,,,,,,,,,,,,Kate Taylor,['Kate Taylor'],It's In His Kiss (The Shoop Shoop Song),19493
2469,,,,,,,,,,,,,,,,The Sanford/Townsend Band,['The Sanford/Townsend Band'],Smoke From A Distant Fire,19494
2470,,141.0,False,0.4739999999999999,0.884,0.0,-8.608,1.0,0.0405,0.437,0.00046,0.338,0.959,189.534,24.0,Robert Gordon,"['Robert Gordon', 'Link Wray']",Red Hot,19496
2471,['sunshine pop'],,,,,,,,,,,,,,,Addrisi Brothers,['Addrisi Brothers'],Does She Do It Like She Dances,19503
2472,"['afrobeat', 'funk', 'jazz funk', 'new orleans funk', 'soul jazz']",,,,,,,,,,,,,,,Idris Muhammad,['Idris Muhammad'],Could Heaven Ever Be Like This (Part 1),19504
2473,"['classic soul', 'disco', 'funk', 'jazz funk', 'motown', 'post-disco', 'quiet storm', 'soul', 'southern soul']",,,,,,,,,,,,,,,Ohio Players,['Ohio Players'],O-H-I-O,19509
2474,"['christian relaxative', 'classic praise', 'world worship', 'worship']",,,,,,,,,,,,,,,Lenny LeBlanc,['Lenny LeBlanc'],Hound Dog Man (Play It Again),19513
2475,,,,,,,,,,,,,,,,Marilyn McCoo,"['Marilyn McCoo', 'Billy Davis Jr.']",Look What You've Done To My Heart,19519
2476,,,,,,,,,,,,,,,,Karen Nelson,"['Karen Nelson', 'Billy T']",Love Me One More Time (Just For Old Times Sake),19520
2477,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'post-grunge', 'rock']",,,,,,,,,,,,,,,Hot,['Hot'],The Right Feeling At The Wrong Time,19533
2478,[],,,,,,,,,,,,,,,Sam Neely,['Sam Neely'],Sail Away,19535
2479,"['garage rock', 'indie pop', 'indie rock', 'modern rock', 'piano rock', 'rock', 'stomp and holler']",,,,,,,,,,,,,,,War,['War'],L.a. Sunshine,19542
2480,,,,,,,,,,,,,,,,Boney M.,['Boney M.'],Ma Baker,19550
2481,,234.146,False,0.7419999999999999,0.897,5.0,-5.387,1.0,0.0312,0.0968,0.0,0.0850999999999999,0.888,123.032,2.0,The Steve Miller Band,['The Steve Miller Band'],Jet Airliner,19565
2482,"['classic soul', 'funk', 'motown', 'northern soul', 'quiet storm', 'soul']",,,,,,,,,,,,,,,Marvin Gaye,['Marvin Gaye'],Got To Give It Up (Pt. I),19579
2483,"['contemporary country', 'country pop', 'country road', 'modern country rock']",,,,,,,,,,,,,,,Hodges,"['Hodges', ' James', 'Smith']",Since I Fell For You/I'm Falling In Love,19581
2484,"['adult standards', 'mellow gold', 'soft rock']",,,,,,,,,,,,,,,Rod Stewart,['Rod Stewart'],The Killing Of Georgie (Part I And II),19586
2485,"['adult standards', 'brill building pop', 'canadian pop', 'easy listening', 'lounge', 'rock-and-roll']",,,,,,,,,,,,,,,Paul Anka,['Paul Anka'],Everybody Ought To Be In Love,19588
2486,[],,,,,,,,,,,,,,,Bruce Foster,['Bruce Foster'],Platinum Heroes,19592
2487,[],,,,,,,,,,,,,,,Steve Sperry,['Steve Sperry'],Flame,19599
2488,['nc hip hop'],,,,,,,,,,,,,,,Wildfire,['Wildfire'],Here Comes Summer,19601
2489,['bubblegum pop'],,,,,,,,,,,,,,,Merrilee Rush,['Merrilee Rush'],Save Me,19605
2490,,,,,,,,,,,,,,,,Suzy,"['Suzy', 'The Red Stripes']",Seaside Woman,19610
2491,"['big band', 'jazz orchestra', 'jazz trumpet']",,,,,,,,,,,,,,,Maynard Ferguson,['Maynard Ferguson'],"Gonna Fly Now (Theme From ""Rocky"")",19618
2492,"['adult standards', 'mellow gold', 'new wave pop', 'soft rock']",,,,,,,,,,,,,,,Bette Midler,['Bette Midler'],You're Movin' Out Today,19624
2493,"['disco', 'funk', 'motown', 'post-disco', 'quiet storm', 'soul', 'urban contemporary']",,,,,,,,,,,,,,,Shalamar,['Shalamar'],Uptown Festival (Part 1),19628
2494,"['country rock', 'folk', 'folk rock', 'mellow gold', 'outlaw country', 'roots rock', 'singer-songwriter', 'traditional folk']",,,,,,,,,,,,,,,Kris Kristofferson,['Kris Kristofferson'],Watch Closely Now,19636
2495,['classic uk pop'],,,,,,,,,,,,,,,John Miles,['John Miles'],Slowdown,19638
2496,"['classic soul', 'jazz blues', 'memphis soul', 'soul', 'southern soul']",,,,,,,,,,,,,,,Aretha Franklin,['Aretha Franklin'],Break It To Me Gently,19639
2497,,,,,,,,,,,,,,,,Chuck Mangione,"['Chuck Mangione', 'The Hamilton Philharmonic Orchestra']",Land Of Make Believe,19640
2498,"['album rock', 'art rock', 'british blues', 'classic rock', 'hard rock', 'progressive rock', 'symphonic rock']",,,,,,,,,,,,,,,Manfred Mann's Earth Band,"[""Manfred Mann's Earth Band""]",Spirit In The Night,19643
2499,"['classic soul', 'disco', 'funk', 'motown', 'quiet storm', 'soul', 'southern soul']",,,,,,,,,,,,,,,The Isley Brothers,['The Isley Brothers'],The Pride (Part I),19647
2500,"['bubblegum pop', 'classic country pop']",,,,,,,,,,,,,,,Marie Osmond,['Marie Osmond'],This Is The Way That I Feel,19653
2501,,,,,,,,,,,,,,,,Marilyn McCoo,"['Marilyn McCoo', 'Billy Davis Jr.']",Your Love,19672
2502,"['classic soul', 'funk', 'motown', 'quiet storm', 'soul', 'southern soul']",,,,,,,,,,,,,,,Undisputed Truth,['Undisputed Truth'],You + Me = Love/Let's Go Down To The Disco,19679
2503,"['beach music', 'chicago soul', 'classic soul', 'motown', 'philly soul', 'quiet storm', 'rhythm and blues', 'soul']",,,,,,,,,,,,,,,Jerry Butler,['Jerry Butler'],I Wanna Do It To You,19682
2504,"['alternative rock', 'anti-folk', 'art rock', 'boston rock', 'dance rock', 'experimental', 'experimental rock', 'folk rock', 'garage rock', 'indie rock', 'lo-fi', 'new wave', 'noise pop', 'protopunk', 'psychedelic rock', 'punk', 'punk blues', 'rock']",,,,,,,,,,,,,,,The Lovers,['The Lovers'],Discomania,19688
2505,[],,,,,,,,,,,,,,,B.W. Stevenson,['B.W. Stevenson'],Down To The Station,19693
2506,[],,,,,,,,,,,,,,,Carl Graves,['Carl Graves'],Sad Girl,19694
2507,[],,,,,,,,,,,,,,,Henry Mancini,"['Henry Mancini', 'His Orchestra']",(Theme from) Charlie's Angels,19697
2508,"['indie garage rock', 'indie pop']",,,,,,,,,,,,,,,Current,['Current'],"Theme From ""Rocky"" (Gonna Fly Now)",19698
2509,"['album rock', 'art rock', 'canadian psychedelic', 'glam rock', 'progressive rock', 'symphonic rock']",,,,,,,,,,,,,,,Klaatu,['Klaatu'],Sub-rosa Subway/calling Occupants,19700
2510,,,,,,,,,,,,,,,,The Hues Corporation,['The Hues Corporation'],I Caught Your Act,19703
2511,[],,,,,,,,,,,,,,,Facts Of Life,['Facts Of Life'],Sometimes,19705
2512,"['houston rap', 'pop', 'pop rap', 'trap queen']",,,,,,,,,,,,,,,Stallion,['Stallion'],Old Fashioned Boy (You're The One),19706
2513,"['album rock', 'art rock', 'classic rock', 'classic uk pop', 'folk rock', 'mellow gold', 'rock', 'soft rock']",,,,,,,,,,,,,,,Wings,['Wings'],Maybe I'm Amazed,19707
2514,,,,,,,,,,,,,,,,Wilton Place Street Band,['Wilton Place Street Band'],Disco Lucy (i Love Lucy Theme),19709
2515,['disco'],,,,,,,,,,,,,,,Andrea True Connection,['Andrea True Connection'],"N.y., You Got Me Dancing",19710
2516,,,,,,,,,,,,,,,,Cody Jameson,['Cody Jameson'],Brooklyn,19711
2517,,,,,,,,,,,,,,,,Anson Williams,['Anson Williams'],Deeply,19722
2518,[],,,,,,,,,,,,,,,Mesa,['Mesa'],Sailing Ships,19725
2519,"['adult standards', 'disco', 'funk', 'jazz funk', 'motown', 'quiet storm', 'soul']",,,,,,,,,,,,,,,Quincy Jones,['Quincy Jones'],"""Roots"" Medley",19730
2520,"['disco', 'disco house', 'hi-nrg', 'post-disco', 'vintage french electronic']",,,,,,,,,,,,,,,Cerrone,['Cerrone'],Love In 'C' Minor - Pt. I,19731
2521,"['brostep', 'edm', 'electro house', 'electronic trap', 'vapor twitch']",,,,,,,,,,,,,,,Champagne,['Champagne'],Rock And Roll Star,19733
2522,"['funk', 'memphis soul', 'motown', 'quiet storm', 'soul', 'soul blues', 'southern soul']",,,,,,,,,,,,,,,Johnnie Taylor,['Johnnie Taylor'],Love Is Better In The A.M. (Part 1),19742
2523,,,,,,,,,,,,,,,,The Heart,"['The Heart', 'Soul Orchestra']",Love In 'C' Minor,19744
2524,['deep soft rock'],,,,,,,,,,,,,,,Kerry Chater,['Kerry Chater'],Part Time Love,19753
2525,,,,,,,,,,,,,,,,Billy Lemmons,['Billy Lemmons'],Six Packs A Day,19760
2526,['neo-singer-songwriter'],,,,,,,,,,,,,,,Charlene,['Charlene'],It Ain't Easy Comin' Down,19762
2527,"['dance pop', 'disco', 'europop', 'hi-nrg', 'motown', 'new wave pop']",,,,,,,,,,,,,,,Donna Summer,['Donna Summer'],Spring Affair/Winter Melody,19764
2528,"['adult standards', 'rock-and-roll', 'rockabilly']",,,,,,,,,,,,,,,Elvis Presley,['Elvis Presley'],Moody Blue/she Thinks I Still Care,19766
2529,['disco'],,,,,,,,,,,,,,,Dr. Buzzard's Original Savannah Band,"[""Dr. Buzzard's Original Savannah Band""]",Whispering/Cherchez La Femme/Se Si Bon,19770
2530,"['anthem worship', 'ccm', 'christian music', 'deep ccm', 'world worship', 'worship']",,,,,,,,,,,,,,,Cory,['Cory'],Fire Sign,19772
2531,['country rock'],,,,,,,,,,,,,,,Exile,['Exile'],Try It On,19773
2532,,,,,,,,,,,,,,,,The Philarmonics,['The Philarmonics'],For Elise,19774
2533,"['funk', 'motown', 'soul']",,,,,,,,,,,,,,,James Brown,['James Brown'],Bodyheat (Part 1),19784
2534,,,,,,,,,,,,,,,,Marilyn McCoo,"['Marilyn McCoo', 'Billy Davis Jr.']",You Don't Have To Be A Star (To Be In My Show),19787
2535,['disco'],,,,,,,,,,,,,,,Love Unlimited Orchestra,['Love Unlimited Orchestra'],Theme From King Kong (Pt. I),19790
2536,"['art rock', 'dance pop', 'dance rock', 'disco', 'electronica', 'new romantic', 'new wave', 'new wave pop']",,,,,,,,,,,,,,,Grace Jones,['Grace Jones'],Sorry/That's The Trouble,19793
2537,[],,,,,,,,,,,,,,,Danny White,['Danny White'],Dance Little Lady Dance,19796
2538,"['disco', 'funk rock']",,,,,,,,,,,,,,,Wild Cherry,['Wild Cherry'],Baby Don't You Know,19801
2539,"['brill building pop', 'bubblegum pop', 'folk rock', 'mellow gold', 'rock-and-roll', 'soft rock']",,,,,,,,,,,,,,,Johnny Rivers,['Johnny Rivers'],Ashes And Sand,19803
2540,,,,,,,,,,,,,,,,Henhouse Five Plus Too,['Henhouse Five Plus Too'],In The Mood,19806
2541,,,,,,,,,,,,,,,,Boney M.,['Boney M.'],Daddy Cool,19809
2542,"['chicago soul', 'classic soul', 'disco', 'funk', 'girl group', 'jazz funk', 'motown', 'post-disco', 'quiet storm', 'soul', 'southern soul', 'urban contemporary']",,,,,,,,,,,,,,,The Emotions,['The Emotions'],I Don't Wanna Lose Your Love/Flowers,19813
2543,['modern downshift'],,,,,,,,,,,,,,,Automatic Man,['Automatic Man'],My Pearl,19815
2544,,,,,,,,,,,,,,,,Barry DeVorzon,"['Barry DeVorzon', 'Perry Botikin Jr.']",Bless The Beasts And Children,19817
2545,,,,,,,,,,,,,,,,Rick Dees,"['Rick Dees', 'His Cast Of Idiots']",Dis-Gorilla (Part 1),19818
2546,[],,,,,,,,,,,,,,,Gene Cotton,['Gene Cotton'],You've Got Me Runnin',19819
2547,"['bubblegum pop', 'soft rock']",,,,,,,,,,,,,,,Starland Vocal Band,['Starland Vocal Band'],Hail! Hail! Rock And Roll!,19828
2548,['truck-driving country'],,,,,,,,,,,,,,,Rod Hart,['Rod Hart'],C.b. Savage,19834
2549,[],,,,,,,,,,,,,,,Gabriel Kaplan,['Gabriel Kaplan'],Up Your Nose,19836
2550,"['disco', 'funk', 'motown', 'post-disco', 'quiet storm', 'soul']",,,,,,,,,,,,,,,Kool,"['Kool', 'The Gang']",Open Sesame - Part 1,19842
2551,"['album rock', 'art rock', 'canadian metal', 'classic canadian rock', 'classic rock', 'hard rock', 'metal', 'progressive rock', 'rock']",,,,,,,,,,,,,,,Rush,['Rush'],Fly By Night/In The Mood,19846
2552,,,,,,,,,,,,,,,,Rick Dees,"['Rick Dees', 'His Cast Of Idiots']",Disco Duck (Part I),19848
2553,,,,,,,,,,,,,,,,Barry DeVorzon,"['Barry DeVorzon', 'Perry Botikin Jr.']",Nadia's Theme (The Young And The Restless),19850
2554,[],,,,,,,,,,,,,,,Dickey Lee,['Dickey Lee'],"9,999,999 Tears",19854
2555,"['album rock', 'classic rock', 'glam rock', 'hard rock', 'metal', 'rock']",,,,,,,,,,,,,,,KISS,['KISS'],Beth/Detroit Rock City,19856
2556,,,,,,,,,,,,,,,,L.A. Jets,['L.A. Jets'],Prisoner (Captured By Your Eyes),19858
2557,,,,,,,,,,,,,,,,Mary Kay Place As Loretta Haggers,['Mary Kay Place As Loretta Haggers'],Baby Boy,19859
2558,"['dance pop', 'hollywood', 'new wave pop', 'pop']",,,,,,,,,,,,,,,Cher,['Cher'],Pirate,19860
2559,,,,,,,,,,,,,,,,The Walter Murphy Band,['The Walter Murphy Band'],Flight '76,19864
2560,,,,,,,,,,,,,,,,Bumble Bee Unlimited,['Bumble Bee Unlimited'],Love Bug,19874
2561,"['broadway', 'hollywood', 'show tunes']",,,,,,,,,,,,,,,Hamilton,"['Hamilton', ' Joe Frank', 'Dennison']",Don't Fight The Hands (That Need You),19889
2562,"['french indie pop', 'french indietronica', 'new french touch']",,,,,,,,,,,,,,,Blaze,['Blaze'],Silver Heels,19893
2563,,,,,,,,,,,,,,,,The Keane Brothers,['The Keane Brothers'],Sherry,19903
2564,[],,,,,,,,,,,,,,,The Hudson Brothers,['The Hudson Brothers'],Help Wanted,19908
2565,[],,,,,,,,,,,,,,,Terry Cashman,['Terry Cashman'],"Baby, Baby I Love You",19912
2566,"['bossa nova jazz', 'brazilian jazz', 'jazz funk', 'jazz fusion', 'soul jazz']",,,,,,,,,,,,,,,Deodato,['Deodato'],Peter Gunn,19921
2567,['deep soft rock'],,,,,,,,,,,,,,,John Valenti,['John Valenti'],Anything You Want,19932
2568,[],,,,,,,,,,,,,,,Ray Sawyer,['Ray Sawyer'],(one More Year Of) Daddy's Little Girl,19935
2569,[],,,,,,,,,,,,,,,Henry Gross,['Henry Gross'],Someday (I Didn't Want To Have to be the One),19941
2570,['country rock'],,,,,,,,,,,,,,,Silver,['Silver'],Wham Bam (Shang-A-Lang),19952
2571,"['adult standards', 'brill building pop', 'folk', 'folk rock', 'mellow gold', 'singer-songwriter', 'soft rock', 'yacht rock']",,,,,,,,,,,,,,,Neil Diamond,['Neil Diamond'],Don't Think....Feel,19956
2572,"['bubblegum pop', 'soft rock']",,,,,,,,,,,,,,,Starland Vocal Band,['Starland Vocal Band'],California Day,19957
2573,"['motown', 'northern soul']",,,,,,,,,,,,,,,Dobie Gray,['Dobie Gray'],"Find 'Em, Fool 'Em & Forget 'Em",19961
2574,"['soft rock', 'yacht rock']",,,,,,,,,,,,,,,Starbuck,['Starbuck'],I Got To Know,19966
2575,"['adult standards', 'brill building pop', 'bubblegum pop', 'lounge', 'mellow gold', 'rockabilly', 'soft rock']",,,,,,,,,,,,,,,Neil Sedaka,['Neil Sedaka'],You Gotta Make Your Own Sunshine,19968
2576,"['adult standards', 'classic soul', 'disco', 'funk', 'motown', 'post-disco', 'quiet storm']",,,,,,,,,,,,,,,Tavares,['Tavares'],Heaven Must Be Missing An Angel (part 1),19976
2577,[],,,,,,,,,,,,,,,Diana Williams,['Diana Williams'],Teddy Bear's Last Ride,19991
2578,"['adult standards', 'brill building pop', 'bubblegum pop', 'classic uk pop', 'country rock', 'folk', 'mellow gold', 'soft rock']",,,,,,,,,,,,,,,Helen Reddy,['Helen Reddy'],I Can't Hear You No More/Music Is My Life,19999
2579,[],,,,,,,,,,,,,,,Lady Flash,['Lady Flash'],Street Singin',20000
2580,,,,,,,,,,,,,,,,Ja-Kki,['Ja-Kki'],Sun...Sun...Sun...Pt. I,20009
2581,"['brill building pop', 'doo-wop', 'rock-and-roll']",,,,,,,,,,,,,,,Barry Mann,['Barry Mann'],The Princess And The Punk,20014
2582,['gospel'],,,,,,,,,,,,,,,Shirley,"['Shirley', 'Squirrely']",Hey Shirley (This Is Squirrely),20020
2583,[],,,,,,,,,,,,,,,Ellison Chase,['Ellison Chase'],Let's Rock,20027
2584,"['alternative rock', 'pop rock', 'post-grunge', 'rock']",,,,,,,,,,,,,,,Spin,['Spin'],Grasshopper,20038
2585,['classic uk pop'],,,,,,,,,,,,,,,Maxine Nightingale,['Maxine Nightingale'],Gotta Be The One,20039
2586,['classic uk pop'],,,,,,,,,,,,,,,John Miles,['John Miles'],Highfly,20045
2587,[],,,,,,,,,,,,,,,Disco Tex,"['Disco Tex', 'The Sex-O-Lettes', 'Sir Monti Rock III']",Dancin' Kid,20049
2588,"['brill building pop', 'country rock', 'folk', 'traditional folk']",,,,,,,,,,,,,,,Bobbie Gentry,['Bobbie Gentry'],Ode To Billy Joe - Main Title,20054
2589,[],,,,,,,,,,,,,,,David Crosby/Graham Nash,['David Crosby/Graham Nash'],Out Of The Darkness,20058
2590,"['adult standards', 'brill building pop', 'bubblegum pop', 'lounge', 'mellow gold', 'rockabilly', 'soft rock']",,,,,,,,,,,,,,,Neil Sedaka,['Neil Sedaka'],Steppin' Out,20061
2591,"['broadway', 'hollywood', 'show tunes']",,,,,,,,,,,,,,,Hamilton,"['Hamilton', ' Joe Frank', 'Dennison']",Light Up The World With Sunshine,20063
2592,,,,,,,,,,,,,,,,The Deadly Nightshade,['The Deadly Nightshade'],"Mary Hartman, Mary Hartman",20075
2593,"['broadway', 'hollywood', 'show tunes']",,,,,,,,,,,,,,,Broadway,['Broadway'],You To Me Are Everything,20078
2594,,168.12,False,0.8259999999999998,0.6129999999999999,0.0,-8.63,1.0,0.0408,0.516,0.00974,0.191,0.962,104.514,4.0,Cate Bros.,['Cate Bros.'],Can't Change My Heart,20080
2595,['contemporary gospel'],,,,,,,,,,,,,,,Revelation,['Revelation'],"You To Me Are Everything, Part I",20085
2596,"['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock']",,,,,,,,,,,,,,,The Rolling Stones,['The Rolling Stones'],Hot Stuff/fool To Cry,20089
2597,"['classic country pop', 'country', 'country rock']",,,,,,,,,,,,,,,T.G. Sheppard,['T.G. Sheppard'],Solitary Man,20102
2598,[],,,,,,,,,,,,,,,Special Delivery,"['Special Delivery', 'Terry Huff']",The Lonely One,20107
2599,"['folk', 'folk rock', 'mellow gold', 'singer-songwriter', 'soft rock', 'traditional folk']",,,,,,,,,,,,,,,Harry Chapin,['Harry Chapin'],Better Place To Be (Parts 1 & 2),20115
2600,,,,,,,,,,,,,,,,Marilyn McCoo,"['Marilyn McCoo', 'Billy Davis Jr.']",I Hope We Get To Love In Time,20116
2601,['northern soul'],,,,,,,,,,,,,,,Dana Valery,['Dana Valery'],Will You Love Me Tomorrow,20119
2602,"['classic soul', 'disco', 'funk', 'motown', 'quiet storm', 'soul', 'southern soul']",,,,,,,,,,,,,,,The Isley Brothers,['The Isley Brothers'],Who Loves You Better - Part 1,20120
2603,"['comedy', 'comic']",,,,,,,,,,,,,,,Bill Cosby,['Bill Cosby'],"Yes, Yes, Yes",20121
2604,,,,,,,,,,,,,,,,Sundown Company,['Sundown Company'],Norma Jean Wants To Be A Movie Star,20127
2605,,,,,,,,,,,,,,,,Fleetwood Mac,['Fleetwood Mac'],Rhiannon (Will You Ever Win),20130
2606,[],,,,,,,,,,,,,,,Lee Garrett,['Lee Garrett'],You're My Everything,20135
2607,[],,,,,,,,,,,,,,,The Steve Gibbons Band,['The Steve Gibbons Band'],Johnny Cool,20137
2608,"['french worship', 'world worship']",,,,,,,,,,,,,,,Impact,['Impact'],Happy Man (Pt. I),20140
2609,"['adult standards', 'brill building pop', 'bubblegum pop', 'lounge', 'mellow gold', 'rockabilly', 'soft rock']",,,,,,,,,,,,,,,Neil Sedaka,['Neil Sedaka'],Love In The Shadows,20148
2610,,,,,,,,,,,,,,,,The Don Harrison Band,['The Don Harrison Band'],Sixteen Tons,20150
2611,,287.506,False,0.628,0.8439999999999999,10.0,-8.028,1.0,0.0432,0.0925,0.062,0.0519,0.774,123.916,12.0,Cate Bros.,['Cate Bros.'],Union Man,20152
2612,,,,,,,,,,,,,,,,Johnny Cash,"['Johnny Cash', 'The Tennessee Three']",One Piece At A Time,20155
2613,"['adult standards', 'brill building pop', 'bubblegum pop', 'easy listening', 'lounge', 'rock-and-roll']",,,,,,,,,,,,,,,Bobby Vinton,['Bobby Vinton'],Save Your Kisses For Me,20160
2614,"['adult standards', 'rock-and-roll', 'rockabilly']",,,,,,,,,,,,,,,Elvis Presley,['Elvis Presley'],Hurt/for The Heart,20165
2615,['nashville sound'],,,,,,,,,,,,,,,Jimmy Dean,['Jimmy Dean'],I.O.U.,20167
2616,,,,,,,,,,,,,,,,The Champs' Boys Orchestra,"[""The Champs' Boys Orchestra""]",Tubular Bells,20172
2617,"['adult standards', 'arkansas country', 'brill building pop', 'bubblegum pop', 'classic country pop', 'classic uk pop', 'country rock', 'folk', 'folk rock', 'lounge', 'mellow gold', 'nashville sound', 'soft rock']",,,,,,,,,,,,,,,Glen Campbell,['Glen Campbell'],Don't Pull Your Love/then You Can Tell Me Goodbye,20175
2618,"['blues rock', 'classic rock', 'country rock', 'heartland rock', 'mellow gold', 'rock', 'roots rock']",,,,,,,,,,,,,,,John Fogerty,['John Fogerty'],You Got The Magic,20194
2619,[],,,,,,,,,,,,,,,Richard Cocciante,['Richard Cocciante'],When Love Has Gone Away,20204
2620,,,,,,,,,,,,,,,,Cledus Maggard,"['Cledus Maggard', ""The Citizen's Band""]",Kentucky Moonrunner,20206
2621,,,,,,,,,,,,,,,,The Heyettes,['The Heyettes'],The Fonz Song,20207
2622,"['broadway', 'hollywood', 'show tunes']",,,,,,,,,,,,,,,Hamilton,"['Hamilton', ' Joe Frank', 'Reynolds']",Everyday Without You,20210
2623,['bubblegum pop'],,,,,,,,,,,,,,,Jim Stafford,['Jim Stafford'],Jasper,20212
2624,['classic uk pop'],,,,,,,,,,,,,,,Sutherland Brothers,"['Sutherland Brothers', 'Quiver']",Arms Of Mary,20215
2625,"['adult standards', 'brill building pop', 'bubblegum pop', 'easy listening', 'lounge', 'rock-and-roll']",,,,,,,,,,,,,,,Bobby Vinton,['Bobby Vinton'],Moonlight Serenade,20216
2626,"['adult standards', 'brill building pop', 'classic soul', 'funk', 'motown', 'quiet storm', 'rock-and-roll', 'soul', 'southern soul']",,,,,,,,,,,,,,,The Miracles,['The Miracles'],Love Machine (Part 1),20223
2627,[],,,,,,,,,,,,,,,Donny Gerrard,['Donny Gerrard'],Words (are Impossible),20226
2628,['rare groove'],,,,,,,,,,,,,,,Rhythm Heritage,['Rhythm Heritage'],Theme From S.W.A.T.,20231
2629,[],,,,,,,,,,,,,,,Charlie Ross,['Charlie Ross'],Without Your Love (mr. Jordan),20245
2630,[],,,,,,,,,,,,,,,Gaylord,"['Gaylord', 'Holiday']",Eh! Cumpari,20252
2631,,,,,,,,,,,,,,,,B.C.G. (B.C. Generation),['B.C.G. (B.C. Generation)'],Street Talk,20254
2632,"['chanson', 'french pop', 'french rock', 'ye ye']",,,,,,,,,,,,,,,Michel Polnareff,['Michel Polnareff'],If You Only Believe (Jesus For Tonite),20255
2633,,,,,,,,,,,,,,,,Cledus Maggard,"['Cledus Maggard', ""The Citizen's Band""]",The White Knight,20262
2634,[],,,,,,,,,,,,,,,Terry Bradshaw,['Terry Bradshaw'],I'm So Lonesome I Could Cry,20265
2635,,,,,,,,,,,,,,,,Michael Zager's Moon Band/Peabo Bryson,"[""Michael Zager's Moon Band/Peabo Bryson""]",Do It With Feeling,20266
2636,"['glam rock', 'mellow gold', 'piano rock']",,,,,,,,,,,,,,,Elton John,['Elton John'],Grow Some Funk Of Your Own/I Feel Like A Bullet (In The Gun Of Robert Ford),20268
2637,"['motown', 'northern soul']",,,,,,,,,,,,,,,Dobie Gray,['Dobie Gray'],If Love Must Go,20272
2638,,,,,,,,,,,,,,,,The Wing,"['The Wing', 'A Prayer Fife', 'Drum Corps.']",Baby Face,20275
2639,[],,,,,,,,,,,,,,,Brown Sugar,['Brown Sugar'],The Game Is Over (What's The Matter With You),20282
