,spotify_genre,track_duration_s,explicit_track,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,spotify_popularity,main_artist,artist_list,song,index_empty_val
3060,[],161.784,False,,,,,,,,,,,,0.0,Purple Reign,['Purple Reign'],This Old Man,20383
3061,,,,,,,,,,,,,,,,Moonlion,['Moonlion'],The Little Drummer Boy,20388
3062,[],,,,,,,,,,,,,,,David Geddes,['David Geddes'],The Last Game Of The Season (A Blind Man In The Bleachers),20391
3063,,,,,,,,,,,,,,,,Kenny Starr,['Kenny Starr'],The Blind Man In The Bleachers,20394
3064,[],,,,,,,,,,,,,,,The Eleventh Hour,['The Eleventh Hour'],Hollywood Hot,20397
3065,"['deep disco', 'disco', 'philly soul', 'post-disco']",,,,,,,,,,,,,,,The Ritchie Family,['The Ritchie Family'],I Want To Dance With You (Dance With Me),20409
3066,['classic soul'],,,,,,,,,,,,,,,Pete Wingfield,['Pete Wingfield'],Eighteen With A Bullet,20411
3067,[],,,,,,,,,,,,,,,The Hudson Brothers,['The Hudson Brothers'],Lonely School Year,20416
3068,[],,,,,,,,,,,,,,,David Crosby/Graham Nash,['David Crosby/Graham Nash'],Carry Me,20417
3069,[],,,,,,,,,,,,,,,Firefly,['Firefly'],Hey There Little Firefly Part I,20418
3070,"['adult standards', 'country rock', 'folk', 'folk rock', 'heartland rock', 'lilith', 'mellow gold', 'singer-songwriter', 'soft rock']",,,,,,,,,,,,,,,Linda Ronstadt,['Linda Ronstadt'],Heat Wave/love Is A Rose,20421
3071,[],,,,,,,,,,,,,,,Jim Gilstrap,['Jim Gilstrap'],I'm On Fire,20428
3072,['british blues'],,,,,,,,,,,,,,,Jim Capaldi,['Jim Capaldi'],Love Hurts,20429
3073,,,,,,,,,,,,,,,,People's Choice,"[""People's Choice""]",Do It Any Way You Wanna,20432
3074,"['classic soul', 'disco', 'funk', 'jazz funk', 'post-disco', 'quiet storm']",,,,,,,,,,,,,,,B.T. Express,['B.T. Express'],Give It What You Got/Peace Pipe,20438
3075,,,,,,,,,,,,,,,,Ron Banks,"['Ron Banks', 'The Dramatics']",(I'm Going By) The Stars In Your Eyes,20439
3076,[],,,,,,,,,,,,,,,U.S. 1,['U.S. 1'],Bye Bye Baby,20440
3077,"['album rock', 'blues rock', 'classic rock', 'country rock', 'electric blues', 'folk rock', 'hard rock', 'jam band', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock', 'soft rock', 'southern rock']",,,,,,,,,,,,,,,The Allman Brothers Band,['The Allman Brothers Band'],Nevertheless/Louisiana Lou And Three Card Monty John,20452
3078,"['funk', 'rare groove']",,,,,,,,,,,,,,,The Jimmy Castor Bunch,['The Jimmy Castor Bunch'],King Kong - Pt. I,20456
3079,['album rock'],,,,,,,,,,,,,,,Roger Daltrey,['Roger Daltrey'],Come And Get Your Love,20460
3080,,,,,,,,,,,,,,,,John Livigni,['John Livigni'],Machines,20463
3081,['plunder'],,,,,,,,,,,,,,,The Grateful Dead,['The Grateful Dead'],The Music Never Stopped,20469
3082,[],,,,,,,,,,,,,,,Cheech,"['Cheech', 'Chong']",(How I Spent My Summer Vacation) Or A Day At The Beach With Pedro & Man - P,20471
3083,"['adult standards', 'brill building pop', 'bubblegum pop', 'classic country pop', 'country rock', 'folk', 'folk rock', 'mellow gold', 'soft rock']",,,,,,,,,,,,,,,B.J. Thomas,['B.J. Thomas'],Help Me Make It (To My Rockin' Chair),20473
3084,['southern soul'],,,,,,,,,,,,,,,Arthur Alexander,['Arthur Alexander'],Every Day I Have To Cry Some,20478
3085,['theme'],,,,,,,,,,,,,,,Mike Post,['Mike Post'],Manhattan Spiritual,20482
3086,['outlaw country'],,,,,,,,,,,,,,,Jessi Colter,['Jessi Colter'],What's Happened To Blue Eyes/You Ain't Never Been Loved (Like I'm Gonna Lov,20489
3087,['finnish punk'],,,,,,,,,,,,,,,Katfish,['Katfish'],Dear Prudence,20492
3088,[],,,,,,,,,,,,,,,Vicki Lawrence,['Vicki Lawrence'],The Other Woman,20497
3089,"['baroque pop', 'chamber pop', 'freak folk', 'funk', 'indie folk', 'indie rock', 'neo-psychedelic', 'new americana', 'stomp and holler']",,,,,,,,,,,,,,,Cotton,"['Cotton', ' Lloyd', 'Christian']",I Go To Pieces,20501
3090,[],,,,,,,,,,,,,,,David Bellamy,['David Bellamy'],Nothin' Heavy,20506
3091,"['classic soul', 'jazz blues', 'memphis soul', 'soul', 'southern soul']",,,,,,,,,,,,,,,Aretha Franklin,['Aretha Franklin'],Mr. D.J. (5 For The D.J.),20511
3092,,,,,,,,,,,,,,,,Paul Anka/Odia Coates,['Paul Anka/Odia Coates'],(I Believe) There's Nothing Stronger Than Our Love,20512
3093,,,,,,,,,,,,,,,,Paul Simon/Phoebe Snow,['Paul Simon/Phoebe Snow'],Gone At Last,20515
3094,,140.76,False,0.336,0.1479999999999999,9.0,-24.039,1.0,0.0515,0.901,0.904,0.0986,0.0547,119.831,18.0,"John Williams/""Jaws"" Soundtrack","['John Williams/""Jaws"" Soundtrack']","Main Title (Theme From ""Jaws"")",20521
3095,[],,,,,,,,,,,,,,,Gary Toms Empire,['Gary Toms Empire'],7-6-5-4-3-2-1 (Blow Your Whistle),20523
3096,[],,,,,,,,,,,,,,,John Dawson Read,['John Dawson Read'],A Friend Of Mine Is Going Blind,20524
3097,['bubblegum pop'],,,,,,,,,,,,,,,Jim Stafford,['Jim Stafford'],I Got Stoned And I Missed It,20525
3098,"['brill building pop', 'bubblegum pop', 'classic rock', 'country rock', 'folk rock', 'mellow gold', 'merseybeat', 'soft rock', 'sunshine pop']",,,,,,,,,,,,,,,The Grass Roots,['The Grass Roots'],Mamacita,20526
3099,,,,,,,,,,,,,,,,Baron Stewart,['Baron Stewart'],We Been Singin' Songs,20528
3100,[],,,,,,,,,,,,,,,AWB,['AWB'],If I Ever Lose This Heaven,20531
3101,['outlaw country'],,,,,,,,,,,,,,,Jessi Colter,['Jessi Colter'],You Ain't Never Been Loved (Like I'm Gonna Love You),20534
3102,,,,,,,,,,,,,,,,The Nitty Gritty Dirt Band,['The Nitty Gritty Dirt Band'],(All I Have To Do Is) Dream,20535
3103,,,,,,,,,,,,,,,,Pat Lundi,['Pat Lundi'],Party Music,20538
3104,['funk'],,,,,,,,,,,,,,,Buddy Miles,['Buddy Miles'],Rockin' And Rollin' On The Streets Of Hollywood,20541
3105,"['adult standards', 'album rock', 'classic rock', 'folk rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",,,,,,,,,,,,,,,Chicago,['Chicago'],Brand New Love Affair (Part I & II),20542
3106,"['adult standards', 'classic soul', 'jazz blues', 'piano blues', 'soul', 'soul blues', 'vocal jazz']",,,,,,,,,,,,,,,Ray Charles,['Ray Charles'],Living For The City,20548
3107,,,,,,,,,,,,,,,,The Captain,"['The Captain', 'Tennille']",Love Will Keep Us Together,20554
3108,,,,,,,,,,,,,,,,The Choice Four,['The Choice Four'],When You're Young And In Love,20555
3109,[],,,,,,,,,,,,,,,Ralph Carter,['Ralph Carter'],When You're Young And In Love,20557
3110,,,,,,,,,,,,,,,,Hamilton Bohannon,['Hamilton Bohannon'],Foot Stompin Music,20558
3111,"['adult standards', 'easy listening', 'lounge']",,,,,,,,,,,,,,,Frank Sinatra,['Frank Sinatra'],I Believe I'm Gonna Love You,20567
3112,"['classic soul', 'disco', 'funk', 'motown', 'quiet storm', 'soul', 'southern soul']",,,,,,,,,,,,,,,Smokey,['Smokey'],If You Think You Know How To Love Me,20575
3113,[],,,,,,,,,,,,,,,The Hudson Brothers,['The Hudson Brothers'],Rendezvous,20577
3114,[],,,,,,,,,,,,,,,Sharon Paige and Harold Melvin,"['Sharon Paige and Harold Melvin', 'The Blue Notes']",Hope That We Can Be Together Soon,20578
3115,,,,,,,,,,,,,,,,East L.A. Car Pool,['East L.A. Car Pool'],Like They Say In L.A.,20582
3116,,,,,,,,,,,,,,,,Christopher Paul,"['Christopher Paul', 'Shawn']",For Your Love,20591
3117,[],,,,,,,,,,,,,,,Jim Gilstrap,['Jim Gilstrap'],House Of Strangers,20593
3118,[],,,,,,,,,,,,,,,Travis Wammack,['Travis Wammack'],(Shu-Doo-Pa-Poo-Poop) Love Being Your Fool,20594
3119,,,,,,,,,,,,,,,,Tony Camillo's Bazuka,"[""Tony Camillo's Bazuka""]",Dynomite-Part I,20597
3120,,,,,,,,,,,,,,,,Van McCoy,"['Van McCoy', 'The Soul City Symphony']",The Hustle,20598
3121,,,,,,,,,,,,,,,,Moments,['Moments'],Look At Me (I'm In Love),20599
3122,"['classic soul', 'disco', 'funk', 'jazz funk', 'post-disco', 'quiet storm', 'soul', 'soul jazz']",,,,,,,,,,,,,,,The Blackbyrds,['The Blackbyrds'],Flyin' High,20601
3123,"['adult standards', 'country rock', 'folk', 'folk rock', 'heartland rock', 'lilith', 'mellow gold', 'singer-songwriter', 'soft rock']",,,,,,,,,,,,,,,Linda Ronstadt,['Linda Ronstadt'],It Doesn't Matter Anymore/When Will I Be Loved,20605
3124,"['adult standards', 'brill building pop', 'classic soul', 'disco', 'funk', 'motown', 'quiet storm', 'soul', 'southern soul']",,,,,,,,,,,,,,,Gladys Knight,"['Gladys Knight', 'The Pips']",The Way We Were/try To Remember,20607
3125,,,,,,,,,,,,,,,,Jud Strunk,['Jud Strunk'],The Biggest Parakeets In Town,20616
3126,[],,,,,,,,,,,,,,,Debbie Campbell,['Debbie Campbell'],Please Tell Him That I Said Hello,20632
3127,[],,,,,,,,,,,,,,,Love Childs Afro Cuban Blues Band,['Love Childs Afro Cuban Blues Band'],Life And Death In G&A,20633
3128,[],,,,,,,,,,,,,,,Reparata,['Reparata'],Shoes,20634
3129,[],,,,,,,,,,,,,,,The Reflections,['The Reflections'],Three Steps From True Love,20636
3130,"['album rock', 'bubblegum pop', 'classic rock', 'folk rock', 'mellow gold', 'rock', 'soft rock']",,,,,,,,,,,,,,,Ringo Starr,['Ringo Starr'],It's All Down To Goodnight Vienna/Oo-Wee,20640
3131,,,,,,,,,,,,,,,,Consumer Rapport,['Consumer Rapport'],Ease On Down The Road,20644
3132,"['classic soul', 'funk', 'post-disco']",,,,,,,,,,,,,,,Leon Haywood,['Leon Haywood'],Come An' Get Yourself Some,20645
3133,[],,,,,,,,,,,,,,,The Elton John Band,['The Elton John Band'],Philadelphia Freedom,20646
3134,"['disco', 'funk', 'motown', 'post-disco', 'quiet storm', 'soul']",,,,,,,,,,,,,,,Kool,"['Kool', 'The Gang']",Spirit Of The Boogie/Summer Madness,20647
3135,[],,,,,,,,,,,,,,,AWB,['AWB'],Cut The Cake,20653
3136,"['adult standards', 'brill building pop', 'bubblegum pop', 'easy listening', 'lounge', 'rock-and-roll']",,,,,,,,,,,,,,,Bobby Vinton,['Bobby Vinton'],Wooden Heart,20655
3137,[],,,,,,,,,,,,,,,Sugarloaf/Jerry Corbetta,['Sugarloaf/Jerry Corbetta'],Stars In My Eyes,20665
3138,,,,,,,,,,,,,,,,Billy Thunderkloud,"['Billy Thunderkloud', 'The Chieftones']",What Time Of Day,20667
3139,"['acoustic pop', 'chamber pop', 'indie anthem-folk', 'indie cafe pop', 'indie folk', 'indiecoustica', 'neo mellow', 'viral pop']",,,,,,,,,,,,,,,Canyon,['Canyon'],Top Of The World (Make My Reservation),20676
3140,,,,,,,,,,,,,,,,Disco Tex,"['Disco Tex', 'The Sex-O-Lettes']","I Wanna Dance Wit' Choo (Doo Dat Dance), Part I",20679
3141,,,,,,,,,,,,,,,,Ron Banks,"['Ron Banks', 'The Dramatics']",Me And Mrs. Jones,20681
3142,"['brill building pop', 'classic soul', 'motown', 'soul', 'southern soul']",,,,,,,,,,,,,,,Ike,"['Ike', 'Tina Turner']",Baby-Get It On,20689
3143,"['adult standards', 'classic soul', 'disco', 'funk', 'motown', 'post-disco', 'quiet storm']",,,,,,,,,,,,,,,Tavares,['Tavares'],Remember What I Told You To Forget/My Ship,20697
3144,[],,,,,,,,,,,,,,,Boomer Castleman,['Boomer Castleman'],Judy Mae,20699
3145,,,,,,,,,,,,,,,,Paul Anka with Odia Coates,['Paul Anka with Odia Coates'],I Don't Like To Sleep Alone,20701
3146,"['bossa nova', 'cool jazz', 'jazz funk', 'soul jazz']",,,,,,,,,,,,,,,Herbie Mann,['Herbie Mann'],Hijack,20718
3147,[],,,,,,,,,,,,,,,Gene Cotton,['Gene Cotton'],Damn It All,20719
3148,[],,,,,,,,,,,,,,,Northern Light,['Northern Light'],Minnesota,20724
3149,['classic uk pop'],,,,,,,,,,,,,,,Daniel Boone,['Daniel Boone'],Run Tell The People,20727
3150,"['classic soul', 'disco', 'funk', 'jazz funk', 'motown', 'post-disco', 'quiet storm', 'soul', 'southern soul', 'urban contemporary']",,,,,,,,,,,,,,,New Birth,['New Birth'],Granddaddy (Part 1),20728
3151,"['dance-punk', 'garage rock', 'indie pop', 'indie rock', 'modern rock', 'punk blues', 'rock']",,,,,,,,,,,,,,,Albert Hammond,['Albert Hammond'],99 Miles From L.a.,20736
3152,['british choir'],,,,,,,,,,,,,,,The 21st Century,['The 21st Century'],Remember The Rain?,20737
3153,"['adult standards', 'easy listening', 'lounge']",,,,,,,,,,,,,,,Frank Sinatra,['Frank Sinatra'],Anytime (I'll Be There),20745
3154,"['funk', 'rare groove']",,,,,,,,,,,,,,,The Jimmy Castor Bunch,['The Jimmy Castor Bunch'],The Bertha Butt Boogie-Part 1,20753
3155,"['adult standards', 'brill building pop', 'motown', 'rock-and-roll', 'soul', 'southern soul']",,,,,,,,,,,,,,,Ben E. King,['Ben E. King'],Supernatural Thing - Part I,20760
3156,"['album rock', 'bubblegum pop', 'classic rock', 'folk rock', 'mellow gold', 'rock', 'soft rock']",,,,,,,,,,,,,,,Ringo Starr,['Ringo Starr'],No No Song/snookeroo,20765
3157,[],,,,,,,,,,,,,,,Henry Gross,['Henry Gross'],One More Tomorrow,20770
3158,"['adult standards', 'brill building pop', 'bubblegum pop', 'easy listening', 'lounge', 'rock-and-roll']",,,,,,,,,,,,,,,Bobby Vinton,['Bobby Vinton'],Beer Barrel Polka/Dick And Jane,20771
3159,[],,,,,,,,,,,,,,,Jim Gilstrap,['Jim Gilstrap'],Swing Your Daddy,20774
3160,"['album rock', 'blues rock', 'classic rock', 'mellow gold', 'rock', 'soft rock']",,,,,,,,,,,,,,,Joe Cocker,['Joe Cocker'],You Are So Beautiful/It's A Sin When You Love Somebody,20775
3161,,507.373,False,0.547,0.891,4.0,-9.119,0.0,0.0573,0.1719999999999999,0.00375,0.0506,0.534,92.416,15.0,Ramsey Lewis,"['Ramsey Lewis', 'Earth', ' Wind', 'Fire']",Sun Goddess,20777
3162,,,,,,,,,,,,,,,,Charlie Kulis,['Charlie Kulis'],Runaway,20778
3163,[],,,,,,,,,,,,,,,Odia Coates,['Odia Coates'],Don't Leave Me In The Morning,20780
3164,['freestyle'],,,,,,,,,,,,,,,Sweet Sensation,['Sweet Sensation'],Sad Sweet Dreamer,20785
3165,[],,,,,,,,,,,,,,,Nigel Olsson,['Nigel Olsson'],Only One Woman,20789
3166,"['adult standards', 'motown', 'soul']",,,,,,,,,,,,,,,Jackson 5,['Jackson 5'],I Am Love (Parts I & II),20796
3167,"['colombian pop', 'cumbia', 'ecuadorian pop', 'latin', 'latin pop', 'latin viral pop', 'pop reggaeton', 'tropical']",,,,,,,,,,,,,,,Fanny,['Fanny'],Butter Boy,20802
3168,"['chicago soul', 'classic soul', 'disco', 'funk', 'motown', 'quiet storm', 'soul', 'southern soul']",,,,,,,,,,,,,,,The Chi-lites,['The Chi-lites'],Toby/that's How Long,20807
3169,[],,,,,,,,,,,,,,,Dennis Yost,"['Dennis Yost', 'The Classics IV']",My First Day Without Her,20809
3170,"['adult standards', 'brill building pop', 'easy listening', 'lounge']",,,,,,,,,,,,,,,Al Martino,['Al Martino'],To The Door Of The Sun (Alle Porte Del Sole),20818
3171,"['dance pop', 'dance rock', 'disco', 'europop', 'girl group', 'hi-nrg', 'mellow gold', 'motown', 'new wave pop', 'quiet storm', 'soft rock']",,,,,,,,,,,,,,,The Pointer Sisters,['The Pointer Sisters'],Live Your Life Before You Die,20820
3172,[],,,,,,,,,,,,,,,Odia Coates,['Odia Coates'],Showdown,20821
3173,[],,,,,,,,,,,,,,,AWB,['AWB'],Pick Up The Pieces,20828
3174,"['classic soundtrack', 'scorecore', 'soundtrack']",,,,,,,,,,,,,,,Randy Edelman,['Randy Edelman'],Everybody Wants To Find A Bluebird,20834
3175,,,,,,,,,,,,,,,,The Hues Corporation,['The Hues Corporation'],Love Corporation,20835
3176,"['brill building pop', 'classic soul', 'funk', 'motown', 'soul', 'soul blues', 'southern soul', 'vocal jazz']",,,,,,,,,,,,,,,Solomon Burke,['Solomon Burke'],You And Your Baby Blues,20836
3177,['classic swedish pop'],,,,,,,,,,,,,,,Blue Swede,['Blue Swede'],Hush/I'm Alive,20839
3178,[],,,,,,,,,,,,,,,Dooley Silverspoon,['Dooley Silverspoon'],Bump Me Baby Part 1,20846
3179,,,,,,,,,,,,,,,,Jimmy Beaumont,"['Jimmy Beaumont', 'The Skyliners']",Where Have They Gone,20848
3180,['traditional rockabilly'],,,,,,,,,,,,,,,Al Downing,['Al Downing'],I'll Be Holding On,20854
3181,[],,,,,,,,,,,,,,,Sam Neely,['Sam Neely'],I Fought The Law,20855
3182,['british blues'],,,,,,,,,,,,,,,Jim Capaldi,['Jim Capaldi'],It's All Right,20867
3183,,,,,,,,,,,,,,,,Paul McCartney,"['Paul McCartney', 'Wings']",Junior's Farm/Sally G,20870
3184,,,,,,,,,,,,,,,,Hello People,['Hello People'],Future Shock,20875
3185,[],,,,,,,,,,,,,,,Stark,"['Stark', 'McBrien']",Isn't It Lonely Together,20877
3186,,182.293,False,0.783,0.756,9.0,-5.281,1.0,0.0551,0.501,0.0151,0.0658,0.91,108.574,18.0,Ramsey Lewis,"['Ramsey Lewis', 'Earth', ' Wind', 'Fire']",Hot Dawgit,20878
3187,,,,,,,,,,,,,,,,Paula Webb,['Paula Webb'],"Please, Mr. President",20879
3188,"['classic soul', 'motown', 'northern soul']",,,,,,,,,,,,,,,Al Wilson,['Al Wilson'],I Won't Last A Day Without You/Let Me Be The One,20880
3189,['bubblegum pop'],,,,,,,,,,,,,,,Jim Stafford,['Jim Stafford'],Your Bulldog Drinks Champagne,20883
3190,,,,,,,,,,,,,,,,Paul Anka with Odia Coates,['Paul Anka with Odia Coates'],One Man Woman/One Woman Man,20885
3191,[],,,,,,,,,,,,,,,Diamond Reo,['Diamond Reo'],Ain't That Peculiar,20888
3192,[],,,,,,,,,,,,,,,Charlie Ross,['Charlie Ross'],Thanks For The Smiles,20892
3193,"['adult standards', 'brill building pop', 'classic soul', 'disco', 'funk', 'motown', 'quiet storm', 'soul', 'southern soul']",,,,,,,,,,,,,,,Gladys Knight,"['Gladys Knight', 'The Pips']",I Feel A Song (In My Heart)/Don't Burn Down The Bridge,20911
3194,['cowboy western'],,,,,,,,,,,,,,,Roy Rogers,['Roy Rogers'],"Hoppy, Gene And Me",20913
3195,[],,,,,,,,,,,,,,,Carl Graves,['Carl Graves'],"Baby, Hang Up The Phone",20914
3196,"['classic soul', 'disco', 'funk', 'motown', 'quiet storm', 'soul', 'southern soul']",,,,,,,,,,,,,,,The Isley Brothers,['The Isley Brothers'],Midnight Sky (Part 1),20915
3197,"['classic soul', 'funk', 'memphis soul', 'quiet storm', 'soul', 'soul blues', 'southern soul']",,,,,,,,,,,,,,,Al Green,['Al Green'],Sha-La-La (Make Me Happy),20917
3198,"['blues rock', 'british blues', 'electric blues', 'modern blues']",,,,,,,,,,,,,,,Splinter,['Splinter'],Costafine Town,20921
3199,"['classic schlager', 'german rock', 'schlager', 'volksmusik']",,,,,,,,,,,,,,,Michael Holm,['Michael Holm'],When A Child Is Born,20924
3200,[],,,,,,,,,,,,,,,Peter Shelley,['Peter Shelley'],Gee Baby,20932
3201,"['classic soul', 'disco', 'funk', 'motown', 'philly soul', 'post-disco', 'quiet storm', 'soul', 'southern soul', 'urban contemporary']",,,,,,,,,,,,,,,The O'Jays,"[""The O'Jays""]",Sunshine Part II,20934
3202,[],,,,,,,,,,,,,,,The Joneses,['The Joneses'],Sugar Pie Guy Pt. 1,20935
3203,"['funk', 'motown', 'soul']",,,,,,,,,,,,,,,James Brown,['James Brown'],Funky President (People It's Bad)/Coldblooded,20943
3204,"['album rock', 'art rock', 'blues rock', 'classic canadian rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'mellow gold', 'rock', 'roots rock', 'soft rock', 'symphonic rock']",,,,,,,,,,,,,,,Bachman-Turner Overdrive,['Bachman-Turner Overdrive'],You Ain't Seen Nothing Yet/Free Wheelin',20946
3205,,,,,,,,,,,,,,,,John Lennon,"['John Lennon', 'The Plastic Ono Nuclear Band']",Whatever Gets You Thru The Night,20954
3206,,,,,,,,,,,,,,,,The Hues Corporation,['The Hues Corporation'],Rockin' Soul,20964
3207,[],,,,,,,,,,,,,,,The Hudson Brothers,['The Hudson Brothers'],So You Are A Star,20974
3208,[],,,,,,,,,,,,,,,Cheech,"['Cheech', 'Chong']",Black Lassie (Featuring Johnny Stash),20976
3209,[],,,,,,,,,,,,,,,Gene Cotton,['Gene Cotton'],Sunshine Roses,20980
3210,"['classic soul', 'disco', 'funk', 'mellow gold', 'motown', 'philly soul', 'quiet storm', 'soft rock', 'soul', 'southern soul']",,,,,,,,,,,,,,,The Spinners,['The Spinners'],Love Don't Love Nobody - Pt. I,20983
3211,"['bubblegum pop', 'classic uk pop']",,,,,,,,,,,,,,,Paper Lace,['Paper Lace'],The Black-Eyed Boys,20994
3212,['classic uk pop'],,,,,,,,,,,,,,,Terry Jacks,['Terry Jacks'],Rock 'N' Roll (I Gave You The Best Years Of My Life),20996
3213,[],,,,,,,,,,,,,,,Sam Neely,['Sam Neely'],You Can Have Her,20999
3214,[],,,,,,,,,,,,,,,Grand Canyon,['Grand Canyon'],Evil Boll-weevil,21002
3215,['classic country pop'],,,,,,,,,,,,,,,Donna Fargo,['Donna Fargo'],U.S. Of A,21006
3216,,,,,,,,,,,,,,,,Dionne Warwicke,"['Dionne Warwicke', 'Spinners']",Then Came You,21007
3217,"['arkansas country', 'country', 'country rock', 'nashville sound']",,,,,,,,,,,,,,,Charlie Rich,['Charlie Rich'],She Called Me Baby,21023
3218,"['chicago house', 'deep disco', 'disco', 'philly soul', 'post-disco']",,,,,,,,,,,,,,,First Choice,['First Choice'],The Player - Part 1,21039
3219,,,,,,,,,,,,,,,,The Nitty Gritty Dirt Band,['The Nitty Gritty Dirt Band'],Battle Of New Orleans,21041
3220,"['classic soul', 'philly soul', 'quiet storm', 'soul']",,,,,,,,,,,,,,,William DeVaughn,['William DeVaughn'],Blood Is Thicker Than Water,21047
3221,"['funk', 'motown', 'soul']",,,,,,,,,,,,,,,James Brown,['James Brown'],Papa Don't Take No Mess (Part I),21048
3222,"['classic soul', 'disco', 'funk', 'jazz funk', 'motown', 'post-disco', 'quiet storm', 'soul', 'southern soul', 'urban contemporary']",,,,,,,,,,,,,,,The New Birth,['The New Birth'],"I Wash My Hands Of The Whole Damn Deal, Part I",21052
3223,,,,,,,,,,,,,,,,Jud Strunk,['Jud Strunk'],My Country,21061
3224,,,,,,,,,,,,,,,,Paul Anka with Odia Coates,['Paul Anka with Odia Coates'],(You're) Having My Baby,21066
3225,[],,,,,,,,,,,,,,,Sami Jo,['Sami Jo'],It Could Have Been Me,21086
3226,,,,,,,,,,,,,,,,John Denver,['John Denver'],Annie's Song,21102
3227,,190.013,False,0.692,0.5989999999999999,3.0,-8.4,1.0,0.028,0.3579999999999999,0.683,0.0742,0.961,106.278,0.0,The Hues Corporation,['The Hues Corporation'],Rock The Boat,21103
3228,['classic uk pop'],,,,,,,,,,,,,,,The Wombles,['The Wombles'],Wombling Summer Party,21117
3229,"['classic soul', 'disco', 'funk', 'jazz funk', 'motown', 'post-disco', 'quiet storm', 'soul', 'southern soul']",,,,,,,,,,,,,,,Ohio Players,['Ohio Players'],Jive Turkey (Part 1),21143
3230,"['album rock', 'classic rock', 'folk', 'folk rock', 'mellow gold', 'rock', 'roots rock', 'singer-songwriter', 'soft rock']",,,,,,,,,,,,,,,Jim Croce,['Jim Croce'],Workin' At The Car Wash Blues,21148
3231,[],,,,,,,,,,,,,,,Simon Stokes,['Simon Stokes'],Captain Howdy,21150
3232,,,,,,,,,,,,,,,,Paul McCartney,"['Paul McCartney', 'Wings']",Band On The Run,21152
3233,"['comic', 'country', 'country rock', 'truck-driving country']",,,,,,,,,,,,,,,C.W. McCall,['C.W. McCall'],Old Home Filler-up An' Keep On-a-truckin' Cafe,21161
3234,[],,,,,,,,,,,,,,,Willie Henderson,['Willie Henderson'],Dance Master Pt. 1,21166
3235,[],,,,,,,,,,,,,,,Reuben Howell,['Reuben Howell'],Rings,21168
3236,"['album rock', 'art rock', 'blues rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'mellow gold', 'psychedelic rock', 'rock', 'soft rock', 'symphonic rock']",,,,,,,,,,,,,,,Grand Funk,['Grand Funk'],The Loco-Motion,21179
3237,"['album rock', 'australian rock', 'bubblegum pop', 'classic rock', 'dance rock', 'mellow gold', 'new wave pop', 'pop rock', 'rock', 'soft rock', 'yacht rock']",,,,,,,,,,,,,,,Rick Springfield,['Rick Springfield'],American Girls,21189
3238,,183.36,False,0.61,0.372,0.0,-11.654,1.0,0.137,0.86,0.683,0.0865999999999999,0.35,157.19,41.0,"Marvin Hamlisch/""The Sting""","['Marvin Hamlisch/""The Sting""']",The Entertainer,21196
3239,"['cosmic american', 'country rock', 'oklahoma country']",,,,,,,,,,,,,,,Hoyt Axton,['Hoyt Axton'],When The Morning Comes,21198
3240,"['classic soul', 'disco', 'funk', 'jazz funk', 'motown', 'post-disco', 'quiet storm', 'soul', 'southern soul', 'urban contemporary']",,,,,,,,,,,,,,,The New Birth,['The New Birth'],Wildflower,21199
3241,['classic uk pop'],,,,,,,,,,,,,,,Terry Jacks,['Terry Jacks'],If You Go Away,21202
3242,"['alternative metal', 'melodic metalcore', 'post-grunge', 'swedish alternative rock', 'swedish metalcore', 'trancecore']",,,,,,,,,,,,,,,April,['April'],Wake Up And Love Me,21206
3243,,,,,,,,,,,,,,,,The Steve Miller Band,['The Steve Miller Band'],Living In The U.s.a.,21210
3244,,,,,,,,,,,,,,,,Sylvia,"['Sylvia', 'The Moments']",Sho Nuff Boogie (Part I),21215
3245,,,,,,,,,,,,,,,,George Fischoff,['George Fischoff'],Georgia Porcupine,21216
3246,,,,,,,,,,,,,,,,Johnny T. Angel,['Johnny T. Angel'],Tell Laura I Love Her,21217
3247,[],,,,,,,,,,,,,,,Rick Cunha,['Rick Cunha'],(I'm A) YoYo Man,21249
3248,['parody'],,,,,,,,,,,,,,,Flash Cadillac,"['Flash Cadillac', 'The Continental Kids']",Dancin' (On A Saturday Night),21250
3249,,620.746,False,0.331,0.7329999999999999,2.0,-8.670999999999998,1.0,0.0468,0.0887,0.00174,0.947,0.38,128.512,33.0,Paul McCartney,"['Paul McCartney', 'Wings']",Jet,21283
3250,[],,,,,,,,,,,,,,,Sami Jo,['Sami Jo'],Tell Me A Lie,21285
3251,,,,,,,,,,,,,,,,Lois Fletcher,['Lois Fletcher'],I Am What I Am,21287
3252,"['classic soul', 'disco', 'funk', 'mellow gold', 'motown', 'philly soul', 'quiet storm', 'soft rock', 'soul', 'southern soul']",,,,,,,,,,,,,,,The Spinners,['The Spinners'],Mighty Love - Pt. 1,21292
3253,"['classic soul', 'disco', 'funk', 'motown', 'quiet storm', 'soul', 'southern soul']",,,,,,,,,,,,,,,The Isley Brothers,['The Isley Brothers'],Summer Breeze (Part 1),21295
